ZIP,Population,Median age
05071,182,61.3
05072,531,47.7
05075,1187,49.4
05076,381,42.5
05077,1130,45.3
05079,686,39.6
05081,553,40.8
05083,132,42.5
05084,169,73.3
05086,763,45.3
05089,5072,45.2
05091,3454,55.6
05101,4457,43
05141,77,71.3
05142,745,48
05143,4360,49
05146,761,49.8
05148,1092,46.7
05149,2197,49.4
05150,855,56.2
05151,1216,53.1
05152,409,53.9
05153,842,45.5
05154,667,29.6
05155,662,52.8
05156,9425,42.9
05158,940,46.7
05161,586,55.9
05201,14445,42.3
05250,3540,47.9
05251,1395,53.3
05252,264,52.1
05253,727,43.3
05254,322,52
05255,4030,48
05257,2633,32.9
05260,325,36.7
05261,3028,44.3
05262,2528,50
05301,16861,43.4
05340,654,52.4
05341,410,55
05342,488,50.8
05343,834,45
05345,2246,50.1
05346,5206,45.9
05350,777,50.6
05352,878,50.6
05353,988,51.3
05354,2027,48.8
05355,610,49.2
05356,925,44.9
05358,158,54.2
05359,534,57.3
05360,212,45.9
05361,918,43.2
05362,131,43.8
05363,2387,48.6
05401,28257,27.2
05403,18199,41.5
05404,7116,32.4
05405,4320,19.5
05408,9921,44.8
05439,1662,20
05440,1623,44.1
05441,1133,34.5
05442,357,37.1
05443,6611,44.7
05444,1525,41.2
05445,3810,47.1
05446,15789,37
05447,76,46.5
05448,1056,44
05450,4916,40.6
05452,20315,40.4
05454,4676,39.3
05455,1012,41.7
05456,1305,40.7
05457,1400,44.8
05458,2228,47.1
05459,2072,35.6
05461,4565,44
05462,1924,42.6
05463,577,43.1
05464,3093,39.6
05465,5392,39.7
05468,13249,40.1
05471,813,44.7
05472,1584,46.9
05473,1451,47.5
05474,939,46.7
05476,3387,38.2
05477,4492,37.4
05478,14018,40.8
05481,0,
05482,7515,45.4
05483,1514,34.9
05485,42,24.7
05486,1612,48.6
05487,1520,37.3
05488,8372,39.4
05489,3148,45.6
05491,5980,44
05492,731,40.9
05494,1662,44.6
05495,9664,44.6
05602,11830,44.3
05640,226,52.4
05641,17147,42.3
05647,1166,44
05648,352,49.9
05649,877,40
05650,1143,42.7
05651,1633,43.1
05652,875,36.5
05653,478,38.9
05654,633,48.8
05655,2906,44.3
05656,3637,28.5
05657,51,63.6
05658,1394,43.8
05660,1766,47.8
05661,5743,43.8
05663,6987,32.9
05664,0,
05667,2198,42.4
05669,609,44.5
05672,4371,41.3
05673,2365,47
05674,1651,46.6
05675,1073,49.5
05676,5053,42.5
05677,2165,46.4
05678,131,27.7
05679,3397,43.1
05680,2127,40.5
05681,398,43.3
05682,1082,48
05701,20112,45.7
05730,245,58.9
05732,924,36.4
05733,5814,48.1
05734,1265,46.6
05735,4113,29.4
05736,898,46.9
05737,782,44.4
05738,1187,49.8
05739,1446,44.7
05740,0,
05742,623,39.5
05743,4247,43.6
05744,499,36.2
05747,291,42.1
05748,395,42.3
05751,896,47.5
05753,10459,32.3
05757,787,49.3
05758,857,50.3
05759,1741,55.1
05760,1114,44.8
05761,1016,44.7
05762,617,40.6
05763,2884,45
05764,3382,41.4
05765,1703,46.2
05766,635,42.2
05767,1095,50.2
05769,1209,45.6
05770,1085,49.9
05772,722,45.9
05773,2164,47.6
05774,1165,47.6
05775,602,40.7
05776,620,53
05777,3357,46.4
05778,690,42.3
05819,9725,42.9
05820,692,45.3
05821,1078,51.8
05822,1739,48.9
05824,1073,45.7
05825,278,37.6
05826,954,38.7
05827,358,44.3
05828,1987,50.7
05829,1903,50.1
05830,1632,44.4
05832,821,48.4
05833,193,45
05836,999,49
05837,437,48.1
05839,712,49
05841,407,58.4
05842,530,40.3
05843,2731,38.7
05845,1000,48.7
05846,963,46.9
05847,810,42.2
05850,184,19.7
05851,6735,37.5
05853,721,46.8
05855,7105,41.3
05857,1695,47.9
05858,429,43.6
05859,1948,41.5
05860,2631,39.8
05862,371,52.7
05866,613,45.6
05867,785,41.4
05868,283,51.9
05871,1572,40
05872,746,50.9
05873,660,47.5
05874,506,43.4
05875,516,45.2
05901,19,67.8
05902,152,48.6
05903,1117,45.4
05904,222,49.6
05905,752,55.1
05906,1216,47
05907,165,55.9
06001,18597,45.8
06002,20626,48.2
06010,60548,41.4
06013,9451,42.4
06016,6651,38.8
06018,2735,46.9
06019,10284,45.3
06020,0,
06021,342,48.1
06022,50,31.6
06023,1078,49.2
06024,682,51.8
06026,4962,43.1
06027,1421,48.4
06029,15631,40.1
06031,1469,50.9
06032,17875,43.8
06033,28702,43.8
06035,8247,46.3
06037,19274,45.6
06039,1595,46.7
06040,36197,35.3
06042,22073,36.6
06043,4963,47.2
06051,30382,31
06052,7603,39.3
06053,35122,33.9
06057,6413,44.4
06058,1562,49.4
06059,0,
06060,2271,43.5
06061,128,48.3
06062,17791,42
06063,3126,45.3
06065,923,45.4
06066,29162,40.4
06067,19838,43.4
06068,1779,53.7
06069,2535,58.3
06070,14755,43.8
06071,11590,42.3
06073,5959,44.4
06074,25795,43.1
06076,12734,41.2
06078,12550,40.2
06081,1400,40
06082,44713,40.9
06084,15065,43
06085,7236,42.2
06088,4702,43.8
06089,3236,42.6
06090,1000,49.8
06091,208,44.2
06092,4290,46.5
06093,3214,46.1
06095,29232,42.4
06096,12554,42.1
06098,12796,46
06103,1289,31.2
06105,20230,33.3
06106,38323,29.9
06107,19243,44.5
06108,24660,36
06109,26579,45.3
06110,12283,38.5
06111,30652,44.2
06112,23252,28.6
06114,27909,30.7
06117,17143,40.8
06118,26551,41.1
06119,15807,38.1
06120,13119,28.8
06160,0,
06226,20222,26.9
06231,3582,43
06232,3181,43
06234,8273,42.4
06235,2224,42.5
06237,5472,48
06238,12434,44.7
06239,10601,42.5
06241,7229,39.4
06242,1442,46.1
06243,0,
06247,2917,44.7
06248,6045,42.2
06249,7314,45.9
06250,5034,40.5
06254,1993,45.1
06255,4987,42.4
06256,2138,46.9
06259,4438,43.1
06260,9489,39.3
06262,502,53.5
06263,97,27.8
06264,85,61.4
06266,333,51.2
06268,11509,22.7
06269,9559,20
06277,3888,43.1
06278,4396,40.8
06279,5994,36.4
06280,3029,53.2
06281,6598,44.2
06282,1357,47
06320,27614,31
06330,3360,42.9
06331,5110,43.4
06332,445,43.7
06333,6634,45
06334,2615,46.3
06335,6787,43.3
06336,30,54.6
06339,8267,39.2
06340,31760,30
06350,59,44.9
06351,16303,39.3
06353,36,
06354,6142,40.6
06355,12417,47.6
06357,12484,46.8
06359,5312,47
06360,37351,36.7
06365,4735,45
06370,7805,41.7
06371,9763,50.8
06373,542,32.4
06374,8342,42.2
06375,4138,44.6
06376,191,63.5
06377,2620,38.3
06378,5199,51.3
06379,9316,42.3
06380,2917,38.5
06382,11574,42.2
06384,2735,42.3
06385,15517,47.8
06387,198,27.4
06389,96,33.6
06390,296,52.6
06401,19128,40.8
06403,5990,43.1
06405,27871,48.1
06409,498,53.7
06410,29233,43
06412,4223,50.9
06413,13152,44.3
06414,110,60.3
06415,16849,39.5
06416,14077,44.5
06417,4611,46.4
06418,12837,41.4
06419,6516,48.5
06420,4185,40.2
06422,7371,43.8
06423,5010,42.9
06424,12782,41.8
06426,3075,59.2
06437,22405,48
06438,2731,43.4
06441,5427,45.1
06442,3070,47
06443,18284,46.9
06444,155,29.5
06447,6428,44.6
06450,36973,39.7
06451,23754,38.9
06455,3346,45.3
06456,242,60.2
06457,47424,37.1
06460,38145,43.6
06461,14894,43.7
06467,135,38.9
06468,19744,43
06469,3417,42.5
06470,16672,44.5
06471,7980,47
06472,6602,44.4
06473,24225,45.4
06475,10222,50.1
06477,13947,45.4
06478,12831,43.7
06479,10464,45.8
06480,9483,44.8
06481,1080,45.3
06482,11288,43
06483,16551,40.3
06484,40472,45.6
06488,19876,50.1
06489,32644,44.1
06492,45193,43.7
06498,6952,48.8
06510,2571,29.1
06511,52652,28.8
06512,28618,42.6
06513,40660,34.1
06514,27039,37.7
06515,18462,30.6
06516,55290,36.3
06517,15246,42.4
06518,19288,32.4
06519,16533,28.7
06524,5546,44.6
06525,8969,47.4
06604,30095,30.2
06605,23211,32.9
06606,49027,34
06607,8120,31.6
06608,14124,26.6
06610,22103,34.7
06611,36444,43.4
06612,7593,46.9
06614,34063,43.6
06615,18029,41.7
06702,3039,49.6
06704,26009,34
06705,27515,35.5
06706,14454,32.5
06708,28809,36.6
06710,10081,27.7
06712,9615,45
06716,16724,44.7
06750,1522,42
06751,3508,48.8
06752,1747,52.3
06754,1648,45.6
06755,936,39.4
06756,2810,51.2
06757,2087,46
06758,369,45
06759,5683,49.3
06762,7571,44.7
06763,1916,47.8
06770,31919,38.8
06776,26814,42
06777,1398,53.5
06778,1341,44.2
06779,8427,43.8
06782,2172,43.7
06783,2273,51.2
06784,3650,48.3
06785,864,43.3
06786,9913,40
06787,7793,43.7
06790,35826,44.3
06791,5605,46.8
06793,1055,52.9
06794,1495,52.6
06795,13832,45.2
06796,998,58.4
06798,9851,47.6
06801,19096,42.3
06804,16834,44.5
06807,6623,41.8
06810,50969,35.2
06811,31734,40.9
06812,14079,43.9
06820,21190,39.1
06824,35030,38.1
06825,21326,42.5
06830,25066,41.6
06831,15119,45.3
06840,20073,42.7
06850,19633,40.9
06851,27994,42.5
06853,3700,45.6
06854,28332,36.9
06855,7254,42.8
06856,5,56.5
06870,7071,40.4
06877,25104,43.3
06878,8437,40.2
06880,27313,45.3
06883,10319,43.3
06890,4222,45.9
06896,9188,48.9
06897,18657,42.1
06901,7825,32.9
06902,66495,33.8
06903,14748,45.6
06905,19033,41.3
06906,8559,37
06907,8566,36.3
07001,17479,39
07002,64763,38
07003,47624,37.9
07004,7417,45
07005,15215,42.8
07006,25250,44.4
07008,23770,35.5
07009,12499,46.9
07010,24532,43.4
07011,41226,34.2
07012,11818,37.7
07013,25911,42.8
07014,5097,36.9
07016,23150,42.5
07017,35320,38.7
07018,29353,35.7
07020,11969,37.4
07021,2122,43.3
07022,14126,37.9
07023,7475,39.8
07024,36020,44.7
07026,31066,35.3
07027,4323,38.4
07028,7685,41.4
07029,16987,34
07030,51979,31.5
07031,15587,41
07032,41538,36.7
07033,8045,40.4
07034,9648,37.1
07035,10592,45.7
07036,42527,39
07039,29617,42.8
07040,24233,38.5
07041,7463,37.4
07042,25500,39.1
07043,12932,39.8
07044,13966,45.3
07045,9560,44.9
07046,4267,43.1
07047,62114,36.8
07050,30202,34.1
07052,46661,40.7
07054,29642,40.5
07055,70702,29.6
07057,11487,39.7
07058,6166,35.6
07059,15729,43
07060,45781,34
07062,12580,38.7
07063,13960,34.4
07064,3836,39.4
07065,27994,38.4
07066,15056,43.9
07067,17966,41.5
07068,5835,46.7
07069,6078,46.9
07070,18297,40.2
07071,21207,40.3
07072,6189,39.6
07073,9298,36.7
07074,2741,46.4
07075,8249,41.6
07076,23757,42.2
07077,2341,42.2
07078,12737,42.4
07079,16476,35.2
07080,23686,41.7
07081,16729,45.2
07082,5341,45.9
07083,53811,41
07086,13113,37.8
07087,68338,34.4
07088,3504,40.7
07090,30735,40.8
07092,6765,45.9
07093,62908,35.2
07094,17614,41
07095,20688,35.7
07102,13222,30.1
07103,31737,29.5
07104,51475,31.4
07105,51155,34
07106,30723,32.9
07107,37842,30.4
07108,22230,30.3
07109,36121,38.2
07110,28509,42.7
07111,54268,35.7
07112,26043,33.6
07114,14434,33.1
07201,24948,32.6
07202,42171,33.6
07203,21348,39.4
07204,13465,38.7
07205,21676,38.5
07206,27642,28.4
07208,32173,34.8
07302,38811,33.7
07304,41821,35.4
07305,62698,34.9
07306,55376,32.7
07307,43911,33.4
07310,12523,31.1
07311,384,31.8
07401,6666,43.4
07403,7808,43.6
07405,17908,41.7
07407,19921,38.7
07410,32962,41.6
07416,5818,41.5
07417,10726,46
07418,1861,45.8
07419,8740,45.3
07420,4740,43.8
07421,7363,43.3
07422,6331,41.3
07423,4125,39.8
07424,26639,42.3
07430,26242,40.6
07432,7229,41.1
07435,2282,42
07436,12914,42.3
07438,11277,42.5
07439,2415,41.5
07440,4769,42.1
07442,11162,41.3
07444,10808,49.5
07446,14650,43.4
07450,25287,41.4
07452,11784,41.4
07456,12320,42
07457,3906,40.1
07458,11480,43.8
07460,3574,46.1
07461,19811,42.7
07462,6741,35.8
07463,9808,41.9
07465,6503,51.6
07470,55003,43.7
07480,16906,44.2
07481,16877,44.1
07495,0,
07501,33225,30.6
07502,15162,33.9
07503,20084,31.8
07504,12881,35.2
07505,2369,38.4
07506,18944,40.3
07508,22790,39.2
07512,10872,44.7
07513,11348,34.2
07514,19095,32.7
07522,19266,29.2
07524,12911,30.9
07601,43903,39.1
07603,8277,38.7
07604,11989,42.5
07605,9135,42.9
07606,2582,38.7
07607,9651,42.1
07608,56,49.5
07620,1710,50.9
07621,27157,40.3
07624,8519,43.4
07626,8669,45.2
07627,4929,46.5
07628,17706,40.5
07630,7517,44.1
07631,27342,38.2
07632,5439,48.7
07640,4736,43.7
07641,3419,44.2
07642,10349,44.2
07643,10773,40.3
07644,24428,36.4
07645,8000,40.8
07646,16524,41.9
07647,5233,44.2
07648,5769,47.3
07649,8080,44.1
07650,20010,38.3
07652,26612,46.5
07656,8795,43.8
07657,11191,42.6
07660,12875,38
07661,11483,44.1
07662,5644,45
07663,13841,40.6
07666,40261,39
07670,14672,42.4
07675,26753,44.3
07676,9203,46.9
07677,5785,46.3
07701,23828,41.6
07702,3899,44.3
07703,328,25
07704,6093,42.5
07711,1312,49.3
07712,38611,39
07716,8822,45.4
07717,1810,52.1
07718,6625,40
07719,21669,43.9
07720,4290,41
07721,3111,37.1
07722,10154,45.8
07723,1035,49.5
07724,21749,41.8
07726,43324,42
07727,7612,39.8
07728,56039,40.6
07730,17283,43.3
07731,38217,38
07732,5006,44.6
07733,16657,45.2
07734,13213,41.5
07735,20038,39.3
07737,3997,43.5
07738,6336,43.8
07739,5920,43.4
07740,30882,35.1
07746,19613,43
07747,30709,41.7
07748,27583,42.7
07750,3278,53
07751,19077,41.7
07753,37820,44.8
07755,6417,39.4
07756,3134,51.8
07757,5619,44.5
07758,4945,41.8
07760,8984,44.3
07762,8176,51.7
07764,8391,38.8
07801,26138,35.6
07803,3657,38.9
07820,36,
07821,9488,44.6
07822,732,44.4
07823,7594,52.5
07825,9432,46.2
07826,6060,47
07827,4236,46.2
07828,14459,38.5
07830,6674,44.7
07832,3875,48.1
07833,100,29.9
07834,17882,43.7
07836,13011,40.1
07838,3885,37
07840,29132,40
07842,143,34.9
07843,11899,40.7
07846,83,31.4
07847,1293,42.2
07848,4689,47.8
07849,9166,40.5
07850,7008,40.9
07851,106,42.3
07852,4076,42.9
07853,13420,43.3
07856,3722,53.8
07857,3304,40.4
07860,26539,44.1
07863,4311,45.7
07865,2004,44.5
07866,21737,43.4
07869,25668,40.3
07870,0,
07871,20883,40.6
07874,8773,41.5
07876,10171,44
07878,979,45.8
07880,97,
07881,9,84.8
07882,14498,40.9
07885,10315,40.3
07901,22963,40.9
07920,26955,42.8
07921,7930,46.7
07922,12383,44.4
07924,7717,43
07926,78,91.8
07927,3670,41.9
07928,19335,40.9
07930,8399,43.6
07931,3348,46.7
07932,10577,42.6
07933,3378,43.3
07934,1620,40.1
07935,407,41.8
07936,11256,46.4
07939,340,58
07940,16888,36.5
07945,9608,46.3
07946,3010,44.1
07950,19485,43.2
07960,43932,41.3
07961,0,
07970,132,45.9
07974,12173,41.1
07976,558,44.1
07977,545,45.7
07979,518,45.2
07980,2381,44.4
07981,9187,44
08001,1125,27.5
08002,22187,38.4
08003,30574,44
08004,12439,38
08005,22624,45.9
08006,499,62.8
08007,5371,40.6
08008,6833,63.1
08009,12529,41.2
08010,11491,42.5
08011,97,46
08012,40616,38.1
08014,738,24.3
08015,20398,37.9
08016,33148,40.5
08019,1020,45.3
08020,2467,43
08021,44669,36
08022,8955,47.2
08023,498,36.4
08026,2324,44
08027,4844,44.9
08028,19908,28.6
08029,4575,44.5
08030,13271,35.9
08031,11538,41.7
08033,16060,42.8
08034,18400,42.9
08035,7582,44
08036,5836,44.1
08037,24002,43.8
08038,75,36.7
08039,125,34.3
08041,1229,45
08042,70,56.2
08043,29227,42.7
08045,2907,44
08046,31718,40.2
08048,12460,39.2
08049,5567,38.8
08050,25066,43.6
08051,11336,40.2
08052,19117,36.4
08053,45669,40.7
08054,41813,43
08055,27353,44.4
08056,4640,39.5
08057,20821,44.7
08059,5536,40.1
08060,24501,37.9
08061,2911,31.2
08062,15810,39.2
08063,3132,36.5
08064,173,78.3
08065,7372,44.4
08066,8337,35.5
08067,1789,42.4
08068,6918,41.3
08069,12970,38.2
08070,12822,44.2
08071,9727,43
08072,266,54.9
08073,300,55.4
08074,20,26.6
08075,29316,38.2
08077,19020,45
08078,8385,36.9
08079,10588,39.5
08080,35583,43.7
08081,49132,36.8
08083,9788,40.9
08084,6997,41.3
08085,19263,36
08086,7712,42
08087,24430,45
08088,24327,47.5
08089,4599,44.3
08090,8774,40.8
08091,5360,40.2
08092,3193,48.2
08093,9815,37.9
08094,40075,40
08095,145,38.9
08096,35212,40.1
08097,3235,45.6
08098,9213,42.5
08102,7942,26.6
08103,14349,30.8
08104,24016,26.2
08105,29300,30
08106,9843,43.5
08107,13600,36.5
08108,17932,40.8
08109,23047,40.5
08110,18205,38.3
08201,10187,44.7
08202,1953,63.2
08203,9420,50.6
08204,18468,48.2
08205,28253,38.4
08210,18100,46.5
08212,200,68.5
08215,13633,39.5
08217,22,65
08221,7071,47.3
08223,4013,48.5
08224,516,47.2
08225,8658,42.9
08226,11520,53.8
08230,5375,46.4
08232,19355,35.5
08234,42802,39.2
08240,2701,20.3
08241,1088,47.5
08242,2682,45.9
08243,1824,62.9
08244,10930,39.4
08246,177,61.2
08247,790,60.5
08248,106,47.7
08251,9737,40.3
08260,13325,50.2
08270,8792,39.7
08302,46620,34.7
08310,2041,51.3
08311,2094,41.1
08312,7896,36.8
08314,3251,35.2
08316,391,34.3
08317,1453,40.5
08318,12171,43.6
08319,1216,44.5
08320,1304,35.3
08321,124,68.1
08322,10338,40.2
08323,953,49.2
08324,450,49.2
08326,1843,35.2
08327,2235,36.6
08328,1684,42
08329,72,58.7
08330,28501,38.3
08332,37452,37
08340,732,42.8
08341,1940,42
08343,5755,40.2
08344,5243,42.6
08345,686,52.9
08346,983,40.1
08348,233,71.6
08349,2627,36.9
08350,890,33.8
08352,568,47.9
08353,579,41.1
08360,44226,36.1
08361,17299,43.9
08401,39521,37
08402,6343,59.8
08403,1048,63.2
08406,10632,44.8
08501,6406,46.5
08502,11587,40.5
08505,17637,39.9
08510,4731,45
08511,775,41.2
08512,10569,41.2
08514,5073,38.5
08515,7135,29.3
08518,5123,42.2
08520,27653,38.2
08525,4916,48.6
08527,55285,42.1
08528,157,48.4
08530,7349,45.5
08533,6501,43.5
08534,13328,44.6
08535,5828,45.3
08536,19889,34.6
08540,48300,38.1
08542,4740,27.2
08550,19510,43.6
08551,5019,44.3
08553,554,50.2
08554,4007,40.1
08555,739,38.3
08558,6680,44.4
08559,5272,48.2
08560,3788,45.5
08561,16,
08562,5313,34.2
08608,813,37.6
08609,14392,33.3
08610,29127,38.9
08611,26987,33.1
08618,39195,31.2
08619,22639,43
08620,12409,43.7
08628,9361,41.9
08629,12730,30.9
08638,23176,37.3
08640,7892,35.1
08641,4485,22.4
08648,32359,38.6
08690,18676,46.3
08691,15251,41.8
08701,93473,22.6
08720,955,43.4
08721,20802,41.1
08722,11127,36.9
08723,31648,43.6
08724,43100,44
08730,4772,47
08731,19776,43
08732,1560,52
08733,2765,31.1
08734,8113,45.6
08735,3019,64.7
08736,12213,49.1
08738,930,65.8
08740,2072,40
08741,2758,41.8
08742,24330,44.7
08750,3731,51.4
08751,4300,45.1
08752,2199,60.6
08753,63764,40.5
08755,25845,46.8
08757,33638,63.6
08758,7649,53.8
08759,32508,69
08801,8926,32.9
08802,3887,45.6
08804,2463,44.7
08805,12437,35.4
08807,38242,41.5
08808,44,40.3
08809,6366,39.2
08810,8905,39.2
08812,14435,41.4
08816,46670,42.4
08817,44807,35
08820,39679,41.6
08821,160,46.6
08822,31020,43.7
08823,9401,36
08824,12721,40.7
08825,4413,45.3
08826,5575,46.5
08827,4107,49.6
08828,2390,39.5
08829,3692,41.1
08830,18021,38.7
08831,47706,50.7
08832,2317,29.9
08833,8890,48
08835,10426,40.9
08836,3868,48.6
08837,16601,38.5
08840,16592,42.2
08844,39365,40.5
08846,13766,40.7
08848,8359,47
08850,8484,43.2
08852,17242,38.4
08853,5344,41.5
08854,57600,32.6
08857,40466,40.6
08858,102,66.3
08859,21184,40.3
08861,54176,33.4
08863,12362,39.7
08865,29610,40.8
08867,5398,46.6
08869,7318,37.8
08872,20639,37.5
08873,51722,40.5
08876,22341,39.6
08879,22885,41.3
08880,4585,36.2
08882,16177,37.9
08884,8359,42.5
08886,6826,39.8
08887,1022,42.1
08889,9831,44.9
08890,0,
08901,56016,23
08902,42245,36.4
08904,14224,33.2
10001,22767,34.4
10002,79894,40.9
10003,57068,32.2
10004,3024,33
10005,7570,28.8
10006,2950,31
10007,6748,34.9
10009,61806,36.2
10010,30708,35.7
10011,52941,39.6
10012,24846,34.5
10013,26937,37.1
10014,31835,37
10016,50112,33.1
10017,16278,37.3
10018,8062,30.6
10019,38752,39.7
10020,0,
10021,42142,40.3
10022,29699,46
10023,60762,41.8
10024,59249,41.5
10025,97373,39.3
10026,38372,34.3
10027,63057,30.4
10028,46169,39.7
10029,77857,33.5
10030,29530,34
10031,58912,33.4
10032,59069,34.6
10033,60520,35.9
10034,42672,36.4
10035,34760,34.7
10036,24127,37.5
10037,18041,37.1
10038,20997,33.6
10039,25952,32.9
10040,45278,37.6
10044,12050,39.4
10065,31761,38.8
10069,5523,35.8
10075,24377,42.6
10103,0,
10110,1,
10111,0,
10112,0,
10115,0,
10119,0,
10128,62447,38.7
10152,0,
10153,0,
10154,0,
10162,1252,36.2
10165,0,
10167,0,
10168,0,
10169,0,
10170,0,
10171,0,
10172,0,
10173,0,
10174,0,
10177,0,
10199,0,
10271,0,
10278,0,
10279,0,
10280,8817,37.1
10282,5903,33
10301,39367,35.3
10302,18043,33.3
10303,24348,32.8
10304,41864,35
10305,41471,40.1
10306,54888,42
10307,15006,39
10308,29805,42.3
10309,33382,38.6
10310,24719,33.6
10311,0,
10312,61105,41.2
10314,87524,41.5
10451,47818,31.6
10452,75252,30.4
10453,79002,31
10454,38751,28.6
10455,39951,30
10456,91737,29.7
10457,71015,29.4
10458,76276,29.4
10459,48269,28.7
10460,58676,30
10461,52435,37.1
10462,76114,35
10463,71238,38
10464,4532,48.4
10465,46360,39.3
10466,69657,36.1
10467,99251,33.1
10468,72683,31.9
10469,72241,37
10470,14880,36
10471,21935,43.7
10472,69659,31.3
10473,59948,36.5
10474,12223,29.9
10475,44582,46.2
10501,1073,47.6
10502,5396,45.4
10503,172,58.3
10504,7885,41.2
10505,785,37.8
10506,5303,43.6
10507,7039,36.1
10509,19605,41.3
10510,10391,43.7
10511,2349,44.5
10512,25467,43.3
10514,12915,40.4
10516,5327,44.4
10517,756,31.9
10518,1505,48.5
10519,181,49.7
10520,13107,46.8
10522,11001,41.8
10523,8563,34.9
10524,4402,49.9
10526,1714,40.9
10527,1156,43.9
10528,12720,38.9
10530,12431,48.4
10532,4906,43.9
10533,7484,46.1
10535,573,43.6
10536,10725,44.9
10537,1952,40.4
10538,16803,41.4
10541,26355,40.9
10543,20250,42.1
10545,135,77.9
10546,1149,45.1
10547,6913,43.5
10548,3214,49.3
10549,16165,39.7
10550,37421,33.3
10552,20339,42.3
10553,10032,40.5
10560,4742,50.7
10562,31453,38.4
10566,23875,38.5
10567,20197,43.7
10570,12592,41
10573,38656,37.7
10576,4842,49.4
10577,6269,20.3
10578,589,50.5
10579,9264,44.8
10580,17322,41.6
10583,39510,43
10588,2518,47.5
10589,9376,53.1
10590,7026,44.4
10591,23037,40.1
10594,5201,38.3
10595,8577,38
10596,1629,38
10597,1128,46.2
10598,29699,44
10601,11524,37.5
10603,17924,37.7
10604,11397,40.9
10605,17671,42.2
10606,17293,36.3
10607,6727,41.5
10701,59628,35.2
10703,20894,38.3
10704,31198,41
10705,39817,33.6
10706,8734,46.8
10707,10525,38.6
10708,22497,43.6
10709,9347,45
10710,27388,43.5
10801,41265,35.4
10803,12523,39.8
10804,14850,44.1
10805,18898,39.4
10901,23195,42.7
10910,24,
10911,0,
10913,5657,41.5
10914,421,30
10915,168,46.8
10916,4374,42.2
10917,1959,45.2
10918,11700,40.7
10919,1647,44.7
10920,8682,42.4
10921,4138,44.3
10922,1406,41.7
10923,8705,39.4
10924,13153,42
10925,4300,43.1
10926,3256,36.6
10927,12060,32.8
10928,4029,40.4
10930,8938,39.9
10931,908,43.6
10932,33,22.4
10933,797,30.3
10940,48512,36.7
10941,13572,39.2
10950,48838,23.9
10952,41619,20.5
10953,123,55.4
10954,23678,44.2
10956,31090,44.5
10958,2929,42.9
10960,15637,39.7
10962,5677,47.1
10963,4219,41.1
10964,1711,51.6
10965,14878,42.1
10968,2301,52.2
10969,1665,43.3
10970,9716,41.6
10973,2646,41.8
10974,3166,37.7
10975,328,55
10976,2266,40.1
10977,60650,28.1
10979,201,45.2
10980,13746,43.1
10983,5727,42.4
10984,3117,43.8
10985,14,
10986,1887,40.7
10987,3279,45.3
10988,947,35.7
10989,10113,47.8
10990,20029,43.8
10992,9324,44.9
10993,5069,32.5
10994,6931,43.9
10996,6892,20.7
10998,2699,43
11001,27156,41.1
11003,44907,37.3
11004,14045,44.1
11005,2123,81.4
11010,25054,42.3
11020,6120,46.4
11021,17478,46.1
11023,9955,40.9
11024,7789,37.6
11030,17295,45.3
11040,40799,44.1
11042,542,81.5
11050,30583,42.8
11096,7884,33.2
11101,25317,35.4
11102,35027,32.6
11103,38257,34.4
11104,26555,37.6
11105,36816,34.8
11106,38633,36.1
11109,4337,32.2
11201,56488,34.9
11203,77011,38.9
11204,80349,34.6
11205,43320,29.4
11206,83180,29
11207,93465,31.3
11208,92262,30.9
11209,72582,39.2
11210,67042,34.9
11211,94681,30.1
11212,87751,31.7
11213,62756,32.8
11214,88297,39.5
11215,70156,34.6
11216,54440,34.4
11217,38567,35.4
11218,75132,32.5
